FullName,LastFirst,FirstName,LastName,Party,County,District,FormattedDistrict,EmployeeNo,InOfficeCount,PossibleVoteCount,CorrectVoteCount,IncorrectVoteCount,AbsenceCount,PresidingCount,MaxLegislatorScore,RawScore,PercentMissed,VotingPercent,VotingGrade,SponsorRawScore,Sponsor % Boost,CombinedPercent,CombinedGrade,** Reformatted for document->,Name,Voting %,Sponsor,Grade
Rep. Kenneth Vincent (D),"Vincent, Kenneth",Kenneth,Vincent,D,Strafford,17,Strafford-17,408632,85,85,6,32,47,0,256,99,55.3,38.7,Inc,0,0.0,38.7,Inc,,"Vincent, Kenneth",38.7,0.0,Inc
Rep. Steven Rand (D),"Rand, Steven",Steven,Rand,D,Grafton,8,Grafton-8,408723,85,85,31,51,3,0,256,98,3.5,38.3,D+,-0.5,-0.2,38.1,D+,,"Rand, Steven",38.3,-0.5,D+
Rep. David Huot (D),"Huot, David",David,Huot,D,Belknap,3,Belknap-3,377125,85,85,17,46,22,0,256,94.5,25.9,36.9,D+,0,0.0,36.9,D+,,"Huot, David",36.9,0.0,D+
Rep. Barbara Shaw (D),"Shaw, Barbara",Barbara,Shaw,D,Hillsborough,16,Hillsborough-16,376392,85,85,19,40,26,0,256,101,30.6,39.5,D+,-7.33333331346511,-2.9,36.6,D+,,"Shaw, Barbara",39.5,-7.3,D+
Rep. Peter Leishman (D),"Leishman, Peter",Peter,Leishman,D,Hillsborough,24,Hillsborough-24,376139,85,85,24,51,10,0,256,92,11.8,35.9,D+,0,0.0,35.9,D+,,"Leishman, Peter",35.9,0.0,D+
Rep. Catherine Sofikitis (D),"Sofikitis, Catherine",Catherine,Sofikitis,D,Hillsborough,34,Hillsborough-34,408546,85,85,12,42,31,0,256,90.5,36.5,35.4,D+,0,0.0,35.4,D+,,"Sofikitis, Catherine",35.4,0.0,D+
Rep. Casey Conley (D),"Conley, Casey",Casey,Conley,D,Strafford,13,Strafford-13,408812,85,85,19,52,14,0,256,88.5,16.5,34.6,D+,0,0.0,34.6,D+,,"Conley, Casey",34.6,0.0,D+
Rep. Latha Mangipudi (D),"Mangipudi, Latha",Latha,Mangipudi,D,Hillsborough,35,Hillsborough-35,377200,85,85,7,38,40,0,256,86.5,47.1,33.8,D+,0,0.0,33.8,D+,,"Mangipudi, Latha",33.8,0.0,D+
Rep. Larry Laflamme (D),"Laflamme, Larry",Larry,Laflamme,D,Coos,3,Coos-3,408488,85,85,15,47,23,0,256,85,27.1,33.2,D+,0,0.0,33.2,D+,,"Laflamme, Larry",33.2,0.0,D+
Rep. William Pearson (D),"Pearson, William",William,Pearson,D,Cheshire,16,Cheshire-16,377311,85,85,13,41,31,0,256,86,36.5,33.6,D+,-1,-0.4,33.2,D+,,"Pearson, William",33.6,-1.0,D+
Rep. Herbert Richardson (D),"Richardson, Herbert",Herbert,Richardson,D,Coos,4,Coos-4,376514,85,85,31,49,5,0,256,100,5.9,39.1,D+,-16,-6.3,32.8,D,,"Richardson, Herbert",39.1,-16.0,D
Rep. William Hatch (D),"Hatch, William",William,Hatch,D,Coos,6,Coos-6,376674,85,85,13,49,23,0,256,83.5,27.1,32.6,D,0,0.0,32.6,D,,"Hatch, William",32.6,0.0,D
Rep. Alan Turcotte (D),"Turcotte, Alan",Alan,Turcotte,D,Merrimack,22,Merrimack-22,377183,85,85,24,61,0,0,256,83,0,32.4,D,0,0.0,32.4,D,,"Turcotte, Alan",32.4,0.0,D
Rep. Daniel Eaton (D),"Eaton, Daniel",Daniel,Eaton,D,Cheshire,3,Cheshire-3,364729,85,85,24,60,1,0,256,82,1.2,32,D,0,0.0,32,D,,"Eaton, Daniel",32,0.0,D
Rep. Sherry Frost (D),"Frost, Sherry",Sherry,Frost,D,Strafford,16,Strafford-16,408631,85,85,11,44,30,0,256,81.5,35.3,31.8,D,0,0.0,31.8,D,,"Frost, Sherry",31.8,0.0,D
Rep. Jeffrey Salloway (D),"Salloway, Jeffrey",Jeffrey,Salloway,D,Strafford,5,Strafford-5,408624,85,85,19,56,10,0,256,81.5,11.8,31.8,D,0,0.0,31.8,D,,"Salloway, Jeffrey",31.8,0.0,D
Rep. Virginia Irwin (D),"Irwin, Virginia",Virginia,Irwin,D,Sullivan,6,Sullivan-6,377057,85,85,16,48,21,0,256,81,24.7,31.6,D,0,0.0,31.6,D,,"Irwin, Virginia",31.6,0.0,D
Rep. Benjamin Baroody (D),"Baroody, Benjamin",Benjamin,Baroody,D,Hillsborough,43,Hillsborough-43,374801,85,85,13,52,20,0,256,79,23.5,30.9,D,0,0.0,30.9,D,,"Baroody, Benjamin",30.9,0.0,D
Rep. Roger Dontonville (D),"Dontonville, Roger",Roger,Dontonville,D,Grafton,10,Grafton-10,408498,85,85,13,50,22,0,256,79,25.9,30.9,D,0,0.0,30.9,D,,"Dontonville, Roger",30.9,0.0,D
Rep. Sandra Keans (D),"Keans, Sandra",Sandra,Keans,D,Strafford,23,Strafford-23,332403,85,85,23,60,2,0,256,77,2.4,30.1,D,0,0.0,30.1,D,,"Keans, Sandra",30.1,0.0,D
Rep. Jesse Martineau (D),"Martineau, Jesse",Jesse,Martineau,D,Hillsborough,42,Hillsborough-42,376703,85,85,21,60,4,0,256,77,4.7,30.1,D,0,0.0,30.1,D,,"Martineau, Jesse",30.1,0.0,D
Rep. Kari Lerner (D),"Lerner, Kari",Kari,Lerner,D,Rockingham,4,Rockingham-4,408810,85,85,16,54,15,0,256,76.5,17.6,29.9,D,0,0.0,29.9,D,,"Lerner, Kari",29.9,0.0,D
Rep. Amanda Gourgue (D),"Gourgue, Amanda",Amanda,Gourgue,D,Strafford,25,Strafford-25,408635,85,85,15,53,17,0,256,76,20,29.7,D,0,0.0,29.7,D,,"Gourgue, Amanda",29.7,0.0,D
Rep. Dick Patten (D),"Patten, Dick",Dick,Patten,D,Merrimack,17,Merrimack-17,377001,85,85,14,54,17,0,256,74,20,28.9,D,0,0.0,28.9,D,,"Patten, Dick",28.9,0.0,D
Rep. Catt Sandler (D),"Sandler, Catt",Catt,Sandler,D,Strafford,21,Strafford-21,408634,85,85,14,53,18,0,256,74,21.2,28.9,D,0,0.0,28.9,D,,"Sandler, Catt",28.9,0.0,D
Rep. Donovan Fenton (D),"Fenton, Donovan",Donovan,Fenton,D,Cheshire,8,Cheshire-8,408482,85,85,13,52,20,0,256,73.5,23.5,28.7,D,0,0.0,28.7,D,,"Fenton, Donovan",28.7,0.0,D
Rep. Linda Kenison (D),"Kenison, Linda",Linda,Kenison,D,Merrimack,15,Merrimack-15,377304,85,85,10,53,22,0,256,73.5,25.9,28.7,D,0,0.0,28.7,D,,"Kenison, Linda",28.7,0.0,D
Rep. Timothy Fontneau (D),"Fontneau, Timothy",Timothy,Fontneau,D,Strafford,7,Strafford-7,408625,85,85,21,56,8,0,256,73,9.4,28.5,D,0,0.0,28.5,D,,"Fontneau, Timothy",28.5,0.0,D
Rep. Julie Gilman (D),"Gilman, Julie",Julie,Gilman,D,Rockingham,18,Rockingham-18,408615,85,85,20,59,6,0,256,73,7.1,28.5,D,0,0.0,28.5,D,,"Gilman, Julie",28.5,0.0,D
Rep. Paula Francese (D),"Francese, Paula",Paula,Francese,D,Rockingham,18,Rockingham-18,377295,85,85,6,49,30,0,256,74.5,35.3,29.1,D,-2,-0.8,28.3,D,,"Francese, Paula",29.1,-2.0,D
Rep. Edward Butler (D),"Butler, Edward",Edward,Butler,D,Carroll,7,Carroll-7,376662,85,85,13,52,20,0,256,72,23.5,28.1,D,0,0.0,28.1,D,,"Butler, Edward",28.1,0.0,D
Rep. Martin Jack (D),"Jack, Martin",Martin,Jack,D,Hillsborough,36,Hillsborough-36,377126,85,85,21,64,0,0,256,72,0,28.1,D,0,0.0,28.1,D,,"Jack, Martin",28.1,0.0,D
Rep. John Mann (D),"Mann, John",John,Mann,D,Cheshire,2,Cheshire-2,377138,85,85,18,58,9,0,256,73,10.6,28.5,D,-1,-0.4,28.1,D,,"Mann, John",28.5,-1.0,D
Rep. Marjorie Smith (D),"Smith, Marjorie",Marjorie,Smith,D,Strafford,6,Strafford-6,376166,85,85,19,64,2,0,256,72,2.4,28.1,D,0,0.0,28.1,D,,"Smith, Marjorie",28.1,0.0,D
Rep. Patricia Lovejoy (D),"Lovejoy, Patricia",Patricia,Lovejoy,D,Rockingham,36,Rockingham-36,376970,85,85,15,59,11,0,256,71.5,12.9,27.9,D,0,0.0,27.9,D,,"Lovejoy, Patricia",27.9,0.0,D
Rep. John Bordenet (D),"Bordenet, John",John,Bordenet,D,Cheshire,5,Cheshire-5,377282,85,85,19,62,4,0,256,70,4.7,27.3,D,0,0.0,27.3,D,,"Bordenet, John",27.3,0.0,D
Rep. David Woolpert (D),"Woolpert, David",David,Woolpert,D,Merrimack,6,Merrimack-6,408563,85,85,11,54,20,0,256,70,23.5,27.3,D,0,0.0,27.3,D,,"Woolpert, David",27.3,0.0,D
Rep. Kenneth Gidge (D),"Gidge, Kenneth",Kenneth,Gidge,D,Hillsborough,33,Hillsborough-33,376816,85,85,3,45,37,0,256,70,43.5,27.3,D,-0.5,-0.2,27.1,D,,"Gidge, Kenneth",27.3,-0.5,D
Rep. Timothy Josephson (D),"Josephson, Timothy",Timothy,Josephson,D,Grafton,11,Grafton-11,408500,85,85,17,63,5,0,256,67.5,5.9,26.4,D-,1.33333337306976,0.5,26.9,D-,,"Josephson, Timothy",26.4,1.3,D-
Rep. Travis Bennett (D),"Bennett, Travis",Travis,Bennett,D,Grafton,8,Grafton-8,377280,85,85,17,63,5,0,256,68.5,5.9,26.8,D-,0,0.0,26.8,D-,,"Bennett, Travis",26.8,0.0,D-
Rep. Jean Jeudy (D),"Jeudy, Jean",Jean,Jeudy,D,Hillsborough,10,Hillsborough-10,376657,85,85,13,57,15,0,256,68,17.6,26.6,D-,0,0.0,26.6,D-,,"Jeudy, Jean",26.6,0.0,D-
Rep. Paul Henle (D),"Henle, Paul",Paul,Henle,D,Merrimack,12,Merrimack-12,377119,85,85,17,57,11,0,256,67.5,12.9,26.4,D-,0,0.0,26.4,D-,,"Henle, Paul",26.4,0.0,D-
Rep. Kristina Schultz (D),"Schultz, Kristina",Kristina,Schultz,D,Merrimack,18,Merrimack-18,408808,85,85,19,65,1,0,256,67.5,1.2,26.4,D-,0,0.0,26.4,D-,,"Schultz, Kristina",26.4,0.0,D-
Rep. Bruce Tatro (D),"Tatro, Bruce",Bruce,Tatro,D,Cheshire,15,Cheshire-15,377039,85,85,17,61,7,0,256,67.5,8.2,26.4,D-,0,0.0,26.4,D-,,"Tatro, Bruce",26.4,0.0,D-
Rep. Andrew White (D),"White, Andrew",Andrew,White,D,Grafton,13,Grafton-13,376894,85,85,16,58,11,0,256,67.5,12.9,26.4,D-,0,0.0,26.4,D-,,"White, Andrew",26.4,0.0,D-
Rep. Linda DiSilvestro (D),"DiSilvestro, Linda",Linda,DiSilvestro,D,Hillsborough,9,Hillsborough-9,377091,85,85,12,59,14,0,256,66.5,16.5,26,D-,0,0.0,26,D-,,"DiSilvestro, Linda",26,0.0,D-
Rep. Peter Bixby (D),"Bixby, Peter",Peter,Bixby,D,Strafford,17,Strafford-17,377070,85,85,19,64,2,0,256,66,2.4,25.8,D-,0,0.0,25.8,D-,,"Bixby, Peter",25.8,0.0,D-
Rep. Cathryn Harvey (D),"Harvey, Cathryn",Cathryn,Harvey,D,Cheshire,1,Cheshire-1,408479,85,85,21,64,0,0,256,66,0,25.8,D-,0,0.0,25.8,D-,,"Harvey, Cathryn",25.8,0.0,D-
Rep. Amelia Keane (D),"Keane, Amelia",Amelia,Keane,D,Hillsborough,31,Hillsborough-31,408541,85,85,15,63,7,0,256,65,8.2,25.4,D-,0,0.0,25.4,D-,,"Keane, Amelia",25.4,0.0,D-
Rep. Susan Treleaven (D),"Treleaven, Susan",Susan,Treleaven,D,Strafford,17,Strafford-17,377318,85,85,10,51,24,0,256,65,28.2,25.4,D-,0,0.0,25.4,D-,,"Treleaven, Susan",25.4,0.0,D-
Rep. Karen Ebel (D),"Ebel, Karen",Karen,Ebel,D,Merrimack,5,Merrimack-5,377093,85,85,10,58,17,0,256,64.5,20,25.2,D-,0,0.0,25.2,D-,,"Ebel, Karen",25.2,0.0,D-
Rep. Donna Ellis (D),"Ellis, Donna",Donna,Ellis,D,Strafford,8,Strafford-8,408626,85,85,14,59,12,0,256,64.5,14.1,25.2,D-,0,0.0,25.2,D-,,"Ellis, Donna",25.2,0.0,D-
Rep. Richard McNamara (D),"McNamara, Richard",Richard,McNamara,D,Hillsborough,38,Hillsborough-38,377143,85,85,10,55,20,0,256,64.5,23.5,25.2,D-,0,0.0,25.2,D-,,"McNamara, Richard",25.2,0.0,D-
Rep. Marjorie Shepardson (D),"Shepardson, Marjorie",Marjorie,Shepardson,D,Cheshire,10,Cheshire-10,377168,85,85,18,66,1,0,256,67,1.2,26.2,D-,-2.5,-1.0,25.2,D-,,"Shepardson, Marjorie",26.2,-2.5,D-
Rep. Charlotte DiLorenzo (D),"DiLorenzo, Charlotte",Charlotte,DiLorenzo,D,Rockingham,17,Rockingham-17,408612,85,85,18,64,3,0,256,70,3.5,27.3,D,-6,-2.3,25,D-,,"DiLorenzo, Charlotte",27.3,-6.0,D-
Rep. Pamela Gordon (D),"Gordon, Pamela",Pamela,Gordon,D,Rockingham,29,Rockingham-29,377298,85,85,15,63,7,0,256,65,8.2,25.4,D-,-1,-0.4,25,D-,,"Gordon, Pamela",25.4,-1.0,D-
Rep. Howard Moffett (D),"Moffett, Howard",Howard,Moffett,D,Merrimack,9,Merrimack-9,377148,85,85,13,58,14,0,256,65,16.5,25.4,D-,-1,-0.4,25,D-,,"Moffett, Howard",25.4,-1.0,D-
Rep. Peter Somssich (D),"Somssich, Peter",Peter,Somssich,D,Rockingham,27,Rockingham-27,408620,85,85,19,61,5,0,256,71,5.9,27.7,D,-7,-2.7,25,D-,,"Somssich, Peter",27.7,-7.0,D-
Rep. Ivy Vann (D),"Vann, Ivy",Ivy,Vann,D,Hillsborough,24,Hillsborough-24,377319,85,85,13,59,13,0,256,64,15.3,25,D-,0,0.0,25,D-,,"Vann, Ivy",25,0.0,D-
Rep. James MacKay (D),"MacKay, James",James,MacKay,D,Merrimack,14,Merrimack-14,376028,85,85,14,61,10,0,256,61,11.8,23.8,D-,2,0.8,24.6,D-,,"MacKay, James",23.8,2.0,D-
Rep. Philip Spagnuolo (D),"Spagnuolo, Philip",Philip,Spagnuolo,D,Belknap,3,Belknap-3,408815,45,85,8,33,4,0,134,33,51.8,24.6,Inc,0,0.0,24.6,Inc,,"Spagnuolo, Philip",24.6,0.0,Inc
Rep. Raymond Gagnon (D),"Gagnon, Raymond",Raymond,Gagnon,D,Sullivan,5,Sullivan-5,376781,85,85,9,58,18,0,256,62.5,21.2,24.4,D-,0,0.0,24.4,D-,,"Gagnon, Raymond",24.4,0.0,D-
Rep. Thomas Buco (D),"Buco, Thomas",Thomas,Buco,D,Carroll,2,Carroll-2,376645,85,85,12,58,15,0,256,62,17.6,24.2,D-,0,0.0,24.2,D-,,"Buco, Thomas",24.2,0.0,D-
Rep. Michael O'Brien (D),"O'Brien, Michael",Michael,O'Brien,D,Hillsborough,36,Hillsborough-36,376720,85,85,12,59,14,0,256,60,16.5,23.4,D-,2,0.8,24.2,D-,,"O'Brien, Michael",23.4,2.0,D-
Rep. Tamara Le (D),"Le, Tamara",Tamara,Le,D,Rockingham,31,Rockingham-31,406804,85,85,16,62,7,0,256,64,8.2,25,D-,-2.5,-1.0,24,D-,,"Le, Tamara",25,-2.5,D-
Rep. Beth Rodd (D),"Rodd, Beth",Beth,Rodd,D,Merrimack,6,Merrimack-6,376270,85,85,13,62,10,0,256,61.5,11.8,24,D-,0,0.0,24,D-,,"Rodd, Beth",24,0.0,D-
Rep. David Meader (D),"Meader, David",David,Meader,D,Cheshire,6,Cheshire-6,376151,85,85,16,67,2,0,256,60,2.4,23.4,D-,0,0.0,23.4,D-,,"Meader, David",23.4,0.0,D-
Rep. Sharon Nordgren (D),"Nordgren, Sharon",Sharon,Nordgren,D,Grafton,12,Grafton-12,373514,85,85,11,59,15,0,256,60,17.6,23.4,D-,0,0.0,23.4,D-,,"Nordgren, Sharon",23.4,0.0,D-
Rep. Edith Tucker (D),"Tucker, Edith",Edith,Tucker,D,Coos,5,Coos-5,408490,85,85,16,67,2,0,256,61,2.4,23.8,D-,-1,-0.4,23.4,D-,,"Tucker, Edith",23.8,-1.0,D-
Rep. Mark MacKenzie (D),"MacKenzie, Mark",Mark,MacKenzie,D,Hillsborough,17,Hillsborough-17,408516,85,85,16,66,3,0,256,60.5,3.5,23.6,D-,-1,-0.4,23.2,D-,,"MacKenzie, Mark",23.6,-1.0,D-
Rep. Brian Sullivan (D),"Sullivan, Brian",Brian,Sullivan,D,Sullivan,1,Sullivan-1,408813,85,85,14,64,7,0,256,59,8.2,23,D-,0,0.0,23,D-,,"Sullivan, Brian",23,0.0,D-
Rep. Gladys Johnsen (D),"Johnsen, Gladys",Gladys,Johnsen,D,Cheshire,7,Cheshire-7,376954,85,85,10,57,18,0,256,58.5,21.2,22.9,D-,0,0.0,22.9,D-,,"Johnsen, Gladys",22.9,0.0,D-
Rep. Beth Richards (D),"Richards, Beth",Beth,Richards,D,Merrimack,13,Merrimack-13,408564,85,85,7,58,20,0,256,58.5,23.5,22.9,D-,0,0.0,22.9,D-,,"Richards, Beth",22.9,0.0,D-
Rep. Carol Roberts (D),"Roberts, Carol",Carol,Roberts,D,Hillsborough,4,Hillsborough-4,377313,85,85,13,63,9,0,256,62.5,10.6,24.4,D-,-4,-1.6,22.8,D-,,"Roberts, Carol",24.4,-4.0,D-
Rep. Kermit Williams (D),"Williams, Kermit",Kermit,Williams,D,Hillsborough,4,Hillsborough-4,377192,85,85,18,66,1,0,256,62.5,1.2,24.4,D-,-4,-1.6,22.8,D-,,"Williams, Kermit",24.4,-4.0,D-
Rep. Jane Beaulieu (D),"Beaulieu, Jane",Jane,Beaulieu,D,Hillsborough,45,Hillsborough-45,376550,85,85,15,63,7,0,256,58,8.2,22.7,D-,0,0.0,22.7,D-,,"Beaulieu, Jane",22.7,0.0,D-
Rep. Clyde Carson (D),"Carson, Clyde",Clyde,Carson,D,Merrimack,7,Merrimack-7,377082,85,85,16,69,0,0,256,58,0,22.7,D-,0,0.0,22.7,D-,,"Carson, Clyde",22.7,0.0,D-
Rep. Barry Faulkner (D),"Faulkner, Barry",Barry,Faulkner,D,Cheshire,12,Cheshire-12,407628,85,85,16,69,0,0,256,58,0,22.7,D-,0,0.0,22.7,D-,,"Faulkner, Barry",22.7,0.0,D-
Rep. Linda Tanner (D),"Tanner, Linda",Linda,Tanner,D,Sullivan,9,Sullivan-9,377179,85,85,17,66,2,0,256,64,2.4,25,D-,-6,-2.3,22.7,D-,,"Tanner, Linda",25,-6.0,D-
Rep. Daniel Sullivan (D),"Sullivan, Daniel",Daniel,Sullivan,D,Hillsborough,8,Hillsborough-8,376692,85,85,15,62,8,0,256,56.5,9.4,22.1,D-,1.33333337306976,0.5,22.6,D-,,"Sullivan, Daniel",22.1,1.3,D-
Rep. Timothy Horrigan (D),"Horrigan, Timothy",Timothy,Horrigan,D,Strafford,6,Strafford-6,376826,85,85,18,67,0,0,256,63,0,24.6,D-,-5.5,-2.1,22.5,D-,,"Horrigan, Timothy",24.6,-5.5,D-
Rep. Jonathan Manley (D),"Manley, Jonathan",Jonathan,Manley,D,Hillsborough,3,Hillsborough-3,377139,85,85,12,61,12,0,256,57.5,14.1,22.5,D-,0,0.0,22.5,D-,,"Manley, Jonathan",22.5,0.0,D-
Rep. Mary Jane Mulligan (D),"Mulligan, Mary Jane",Mary Jane,Mulligan,D,Grafton,12,Grafton-12,408502,85,85,14,60,11,0,256,63.5,12.9,24.8,D-,-6,-2.3,22.5,D-,,"Mulligan, Mary Jane",24.8,-6.0,D-
Rep. Skip Cleaver (D),"Cleaver, Skip",Skip,Cleaver,D,Hillsborough,35,Hillsborough-35,408547,85,85,12,60,13,0,256,61.5,15.3,24,D-,-4,-1.6,22.4,D-,,"Cleaver, Skip",24,-4.0,D-
Rep. Mary Freitas (D),"Freitas, Mary",Mary,Freitas,D,Hillsborough,14,Hillsborough-14,377296,85,85,14,64,7,0,256,59,8.2,23,D-,-1.66666665673255,-0.7,22.3,D-,,"Freitas, Mary",23,-1.7,D-
Rep. Christopher Herbert (D),"Herbert, Christopher",Christopher,Herbert,D,Hillsborough,43,Hillsborough-43,377303,85,85,11,59,15,0,256,56.5,17.6,22.1,D-,0,0.0,22.1,D-,,"Herbert, Christopher",22.1,0.0,D-
Rep. Amanda Bouldin (D),"Bouldin, Amanda",Amanda,Bouldin,D,Hillsborough,12,Hillsborough-12,377283,85,85,16,69,0,0,256,56,0,21.9,D-,0.33333334326744,0.1,22,D-,,"Bouldin, Amanda",21.9,0.3,D-
Rep. David Lisle (D),"Lisle, David",David,Lisle,D,Hillsborough,35,Hillsborough-35,408548,85,85,15,65,5,0,256,60.5,5.9,23.6,D-,-4,-1.6,22,D-,,"Lisle, David",23.6,-4.0,D-
Rep. Paul Berch (D),"Berch, Paul",Paul,Berch,D,Cheshire,1,Cheshire-1,377068,85,85,13,70,2,0,256,54,2.4,21.1,D-,2,0.8,21.9,D-,,"Berch, Paul",21.1,2.0,D-
Rep. Jacqueline Cali-Pitts (D),"Cali-Pitts, Jacqueline",Jacqueline,Cali-Pitts,D,Rockingham,30,Rockingham-30,376191,85,85,15,70,0,0,256,58,0,22.7,D-,-2,-0.8,21.9,D-,,"Cali-Pitts, Jacqueline",22.7,-2.0,D-
Rep. Edith DesMarais (D),"DesMarais, Edith",Edith,DesMarais,D,Carroll,6,Carroll-6,408807,85,85,16,69,0,0,256,56,0,21.9,D-,0,0.0,21.9,D-,,"DesMarais, Edith",21.9,0.0,D-
Rep. Chuck Grassie (D),"Grassie, Chuck",Chuck,Grassie,D,Strafford,11,Strafford-11,408725,85,85,17,68,0,0,256,57,0,22.3,D-,-1,-0.4,21.9,D-,,"Grassie, Chuck",22.3,-1.0,D-
Rep. Douglas Ley (D),"Ley, Douglas",Douglas,Ley,D,Cheshire,9,Cheshire-9,377135,85,85,12,64,9,0,256,56,10.6,21.9,D-,0,0.0,21.9,D-,,"Ley, Douglas",21.9,0.0,D-
Rep. Linn Opderbecke (D),"Opderbecke, Linn",Linn,Opderbecke,D,Strafford,15,Strafford-15,408630,85,85,11,62,12,0,256,56,14.1,21.9,D-,0,0.0,21.9,D-,,"Opderbecke, Linn",21.9,0.0,D-
Rep. Lee Oxenham (D),"Oxenham, Lee",Lee,Oxenham,D,Sullivan,1,Sullivan-1,377310,85,85,14,67,4,0,256,57,4.7,22.3,D-,-1,-0.4,21.9,D-,,"Oxenham, Lee",22.3,-1.0,D-
Rep. Kevin Maes (D),"Maes, Kevin",Kevin,Maes,D,Grafton,6,Grafton-6,377308,85,85,15,69,1,0,256,55,1.2,21.5,D-,0,0.0,21.5,D-,,"Maes, Kevin",21.5,0.0,D-
Rep. Sue Newman (D),"Newman, Sue",Sue,Newman,D,Hillsborough,29,Hillsborough-29,408537,85,85,13,62,10,0,256,55,11.8,21.5,D-,0,0.0,21.5,D-,,"Newman, Sue",21.5,0.0,D-
Rep. Michael Abbott (D),"Abbott, Michael",Michael,Abbott,D,Cheshire,1,Cheshire-1,377279,85,85,15,70,0,0,256,53,0,20.7,D-,0.5,0.2,20.9,D-,,"Abbott, Michael",20.7,0.5,D-
Rep. Richard O'Leary (D),"O'Leary, Richard",Richard,O'Leary,D,Hillsborough,13,Hillsborough-13,408514,85,85,14,69,2,0,256,51,2.4,19.9,F,2.5,1.0,20.9,D-,,"O'Leary, Richard",19.9,2.5,D-
Rep. Susan Almy (D),"Almy, Susan",Susan,Almy,D,Grafton,13,Grafton-13,376095,85,85,16,69,0,0,256,53,0,20.7,D-,0,0.0,20.7,D-,,"Almy, Susan",20.7,0.0,D-
Rep. Linda Massimilla (D),"Massimilla, Linda",Linda,Massimilla,D,Grafton,1,Grafton-1,377141,85,85,16,68,1,0,256,53,1.2,20.7,D-,0,0.0,20.7,D-,,"Massimilla, Linda",20.7,0.0,D-
Rep. Gerald Ward (D),"Ward, Gerald",Gerald,Ward,D,Rockingham,28,Rockingham-28,377188,85,85,13,68,4,0,256,53,4.7,20.7,D-,0,0.0,20.7,D-,,"Ward, Gerald",20.7,0.0,D-
Rep. Suzanne Gottling (D),"Gottling, Suzanne",Suzanne,Gottling,D,Sullivan,2,Sullivan-2,376780,85,85,11,65,9,0,256,52.5,10.6,20.5,D-,0,0.0,20.5,D-,,"Gottling, Suzanne",20.5,0.0,D-
Rep. Michael Edgar (D),"Edgar, Michael",Michael,Edgar,D,Rockingham,21,Rockingham-21,377778,85,85,16,65,4,0,256,63,4.7,24.6,D-,-11.5,-4.5,20.1,D-,,"Edgar, Michael",24.6,-11.5,D-
Rep. Lucy Weber (D),"Weber, Lucy",Lucy,Weber,D,Cheshire,1,Cheshire-1,376668,85,85,10,65,10,0,256,50.5,11.8,19.7,F,1,0.4,20.1,D-,,"Weber, Lucy",19.7,1.0,D-
Rep. Christy Bartlett (D),"Bartlett, Christy",Christy,Bartlett,D,Merrimack,19,Merrimack-19,377066,85,85,14,70,1,0,256,51,1.2,19.9,F,0,0.0,19.9,F,,"Bartlett, Christy",19.9,0.0,F
Rep. Patrick Long (D),"Long, Patrick",Patrick,Long,D,Hillsborough,10,Hillsborough-10,376696,85,85,10,65,10,0,256,55,11.8,21.5,D-,-4,-1.6,19.9,F,,"Long, Patrick",21.5,-4.0,F
Rep. Wayne Moynihan (D),"Moynihan, Wayne",Wayne,Moynihan,D,Coos,2,Coos-2,376088,85,85,14,70,1,0,256,51,1.2,19.9,F,0,0.0,19.9,F,,"Moynihan, Wayne",19.9,0.0,F
Rep. Richard Abel (D),"Abel, Richard",Richard,Abel,D,Grafton,13,Grafton-13,377321,85,85,10,68,7,0,256,52,8.2,20.3,D-,-1.5,-0.6,19.7,F,,"Abel, Richard",20.3,-1.5,F
Rep. Patricia Cornell (D),"Cornell, Patricia",Patricia,Cornell,D,Hillsborough,18,Hillsborough-18,377289,85,85,10,64,11,0,256,50,12.9,19.5,F,0,0.0,19.5,F,,"Cornell, Patricia",19.5,0.0,F
Rep. Laura Pantelakos (D),"Pantelakos, Laura",Laura,Pantelakos,D,Rockingham,25,Rockingham-25,366385,85,85,10,62,13,0,256,53,15.3,20.7,D-,-3,-1.2,19.5,F,,"Pantelakos, Laura",20.7,-3.0,F
Rep. Thomas Southworth (D),"Southworth, Thomas",Thomas,Southworth,D,Strafford,20,Strafford-20,377316,85,85,10,65,10,0,256,50,11.8,19.5,F,0,0.0,19.5,F,,"Southworth, Thomas",19.5,0.0,F
Rep. Robert Backus (D),"Backus, Robert",Robert,Backus,D,Hillsborough,19,Hillsborough-19,377064,85,85,11,72,2,0,256,46.5,2.4,18.2,F,2.5,1.0,19.2,F,,"Backus, Robert",18.2,2.5,F
Rep. Ellen Read (D),"Read, Ellen",Ellen,Read,D,Rockingham,17,Rockingham-17,408613,85,85,13,64,8,0,256,63,9.4,24.6,D-,-14.5,-5.7,18.9,F,,"Read, Ellen",24.6,-14.5,F
Rep. Joel Elber (D),"Elber, Joel",Joel,Elber,D,Hillsborough,19,Hillsborough-19,408519,85,85,12,71,2,0,256,48,2.4,18.8,F,0,0.0,18.8,F,,"Elber, Joel",18.8,0.0,F
Rep. Patricia Higgins (D),"Higgins, Patricia",Patricia,Higgins,D,Grafton,12,Grafton-12,377120,85,85,10,66,9,0,256,52,10.6,20.3,D-,-4,-1.6,18.7,F,,"Higgins, Patricia",20.3,-4.0,F
